subject,actual_label,predicted_label,classified_by,Group,Accuracy
BM24_edited,pOTS-words,pOTS-words,ROI,Adults,100
NC24_edited,mFus-faces,mFus-faces,ROI,Adults,100
NC24_edited,mOTS-words,pOTS-words,ROI,Adults,0
NC24_edited,pOTS-words,pOTS-words,ROI,Adults,100
CB24_edited,mFus-faces,mFus-faces,ROI,Adults,100
CB24_edited,mOTS-words,mFus-faces,ROI,Adults,0
CB24_edited,pOTS-words,pFus-faces,ROI,Adults,0
CR24,mFus-faces,mFus-faces,ROI,Adults,100
CR24,mOTS-words,mOTS-words,ROI,Adults,100
CR24,pOTS-words,pOTS-words,ROI,Adults,100
AI24_edited,mFus-faces,pFus-faces,ROI,Adults,0
AI24_edited,mOTS-words,pOTS-words,ROI,Adults,0
AI24_edited,pFus-faces,pOTS-words,ROI,Adults,0
AI24_edited,pOTS-words,pOTS-words,ROI,Adults,100
AD25_edited,mFus-faces,mFus-faces,ROI,Adults,100
AD25_edited,mOTS-words,mOTS-words,ROI,Adults,100
AD25_edited,pFus-faces,pFus-faces,ROI,Adults,100
AD25_edited,pOTS-words,pOTS-words,ROI,Adults,100
JM25_edited,mOTS-words,mOTS-words,ROI,Adults,100
JM25_edited,pFus-faces,mFus-faces,ROI,Adults,0
JM25_edited,pOTS-words,mFus-faces,ROI,Adults,0
michaelb_QMR_4run_t1w,mFus-faces,mFus-faces,ROI,Adults,100
michaelb_QMR_4run_t1w,mOTS-words,mFus-faces,ROI,Adults,0
michaelb_QMR_4run_t1w,pFus-faces,mFus-faces,ROI,Adults,0
michaelb_QMR_4run_t1w,pOTS-words,mFus-faces,ROI,Adults,0
MC26_edited,mFus-faces,mFus-faces,ROI,Adults,100
MC26_edited,mOTS-words,mOTS-words,ROI,Adults,100
MC26_edited,pFus-faces,mFus-faces,ROI,Adults,0
MC26_edited,pOTS-words,pOTS-words,ROI,Adults,100
MMC27_edited,mFus-faces,mFus-faces,ROI,Adults,100
MMC27_edited,mOTS-words,mOTS-words,ROI,Adults,100
MMC27_edited,pFus-faces,pFus-faces,ROI,Adults,100
MMC27_edited,pOTS-words,pOTS-words,ROI,Adults,100
MSH28_edited,mFus-faces,pFus-faces,ROI,Adults,0
MSH28_edited,mOTS-words,mOTS-words,ROI,Adults,100
MSH28_edited,pFus-faces,pOTS-words,ROI,Adults,0
MSH28_edited,pOTS-words,pOTS-words,ROI,Adults,100
